created_at,id_str,text,source,retweet_count,favorite_count,geo,coordinates,place,contributors,truncated,user.location,user.followers_count,user.friends_count,sentiment_label,sentiment_score,sentiment_subjt,created_date,created_time,created_dt
Tue Apr 02 16:13:53 +0000 2019,1113112325886750720,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",42,0,,,,,False,London,115,469,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,16:13:53,2019-04-02T16:13:53+0000
Tue Apr 02 16:04:40 +0000 2019,1113110004784132097,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",42,0,,,,,False,,362,1714,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,16:04:40,2019-04-02T16:04:40+0000
Tue Apr 02 16:03:56 +0000 2019,1113109820175941635,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42,0,,,,,False,Forge wood,212,739,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,16:03:56,2019-04-02T16:03:56+0000
Tue Apr 02 16:02:18 +0000 2019,1113109407670374401,"RT @The_AEF: Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emitters 'illus…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",42,0,,,,,False,,635,1156,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,16:02:18,2019-04-02T16:02:18+0000
Tue Apr 02 15:58:15 +0000 2019,1113108388496502784,"Even with 'new and efficient aircraft rammed to the rafters with passengers', Ryanair joins EU’s top 10 carbon emit… https://t.co/k5hkkcSP2I","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",42,36,,,,,True,"London, UK",1705,1190,Positive,0.3181818181818182,0.4772727272727273,2019-04-02,15:58:15,2019-04-02T15:58:15+0000
Tue Apr 02 12:03:35 +0000 2019,1113049333740552192,On my way to @GrimmAerosol nano meets enviro international symposium prepared to talk about aircraft engine emissio… https://t.co/iGW6Ruqxnu,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,,,,,True,"Palaiseau, France",115,317,Neutral,0.0,0.0,2019-04-02,12:03:35,2019-04-02T12:03:35+0000
Tue Apr 02 08:34:10 +0000 2019,1112996635259236352,"UK company reveals plans for triple-wing, 18-seater hybrid electric aircraft https://t.co/uG6qB4A3ya Despite effort… https://t.co/k1Y6DSoPun","<a href=""http://cloudreputation.com"" rel=""nofollow"">MicroblogPosterCloudReputation</a>",0,0,,,,,True,,44,2,Neutral,0.0,0.0,2019-04-02,08:34:10,2019-04-02T08:34:10+0000
Tue Apr 02 06:57:37 +0000 2019,1112972337505361920,RT @DakotaEHolmes: Aircraft emissions = climate change. Combat this by looking for alternative methods of travel. #flyingless #climatechang…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2,0,,,,,False,"Cork, Ireland",85,289,Neutral,0.0,0.0,2019-04-02,06:57:37,2019-04-02T06:57:37+0000
Tue Apr 02 06:12:35 +0000 2019,1112961003208278016,@brix_don Try this on for size. Airplanes currently account for 11% of CO2 emissions from US transportation sources… https://t.co/FJETRRpt4Y,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,,,,True,"Ebensburg, PA",142,274,Neutral,0.0,0.4,2019-04-02,06:12:35,2019-04-02T06:12:35+0000
Mon Apr 01 23:36:29 +0000 2019,1112861319420624897,"@AndyBurnhamGM @jenniegibsonMCR @MayorofGM @manairport That's airport ground ops CO2, not aircraft.

Is MAN passeng… https://t.co/7cDYpMdGal","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,3,,,"{'id': '5376859fe6806d5b', 'url': 'https://api.twitter.com/1.1/geo/id/5376859fe6806d5b.json', 'place_type': 'city', 'name': 'Sevenoaks', 'full_name': 'Sevenoaks, South East', 'country_code': 'GB', 'country': 'United Kingdom', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[0.143499, 51.251336], [0.228904, 51.251336], [0.228904, 51.3060958], [0.143499, 51.3060958]]]}, 'attributes': {}}",,True,Antarctica,184,187,Neutral,0.0,0.0,2019-04-01,23:36:29,2019-04-01T23:36:29+0000
Mon Apr 01 22:34:37 +0000 2019,1112845750226964481,"#Australia’s #aviation, #transport #pollution from #aircraft #cars &amp; #trucks is soaring

Need better #fuel standard… https://t.co/vTNyrJqJfW","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,,,,True,"Brisbane, Australia",1115,155,Positive,0.5,0.5,2019-04-01,22:34:37,2019-04-01T22:34:37+0000
Mon Apr 01 22:26:36 +0000 2019,1112843732641083398,RT @DakotaEHolmes: Aircraft emissions = climate change. Combat this by looking for alternative methods of travel. #flyingless #climatechang…,"<a href=""http://placeholder.place"" rel=""nofollow"">_open_science_</a>",2,0,,,,,False,,6235,36,Neutral,0.0,0.0,2019-04-01,22:26:36,2019-04-01T22:26:36+0000
Mon Apr 01 22:19:24 +0000 2019,1112841922463367168,Aircraft emissions = climate change. Combat this by looking for alternative methods of travel. #flyingless… https://t.co/0ZHdLqKBwO,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,2,,,"{'id': '3cdad59a91d99400', 'url': 'https://api.twitter.com/1.1/geo/id/3cdad59a91d99400.json', 'place_type': 'city', 'name': 'Galway', 'full_name': 'Galway, Ireland', 'country_code': 'IE', 'country': 'Ireland', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-10.2445252, 52.9675677], [-7.9684842, 52.9675677], [-7.9684842, 53.7190576], [-10.2445252, 53.7190576]]]}, 'attributes': {}}",,True,"Galway, Ireland",67,132,Neutral,0.0,0.0,2019-04-01,22:19:24,2019-04-01T22:19:24+0000
Mon Apr 01 20:27:00 +0000 2019,1112813635989106689,Maximising CO2 emissions reduction from hybrid-electric aircraft https://t.co/4lRTXKjEtp  #Recruitment,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",0,0,,,,,False,Leicester,1928,1319,Neutral,0.0,0.0,2019-04-01,20:27:00,2019-04-01T20:27:00+0000
Mon Apr 01 20:18:16 +0000 2019,1112811439582932992,RT @ClimateOfGavin: @theresphysics @AgtRigor @GeraldKutney @BobGreene333 @EC_Kosters @BradSchrag @AtomsksSanakan @PAlterBoy1 @Stephen900450…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",4,0,,,,,False,"Beagle Bay,",193,38,Neutral,0.0,0.0,2019-04-01,20:18:16,2019-04-01T20:18:16+0000
Mon Apr 01 18:29:15 +0000 2019,1112784004011352065,RT @ClimateOfGavin: @theresphysics @AgtRigor @GeraldKutney @BobGreene333 @EC_Kosters @BradSchrag @AtomsksSanakan @PAlterBoy1 @Stephen900450…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4,0,,,,,False,The Resistance,63031,585,Neutral,0.0,0.0,2019-04-01,18:29:15,2019-04-01T18:29:15+0000
Mon Apr 01 17:05:12 +0000 2019,1112762849863102469,"📌Boeing 787
The new generation B787 will save 10% on operating costs and 20% on fuel costs. Reducing carbon monoxid… https://t.co/Xf7OLDTQSe","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,8,,,,,True,"Eskişehir, Türkiye",988,532,Neutral,0.13636363636363635,0.45454545454545453,2019-04-01,17:05:12,2019-04-01T17:05:12+0000
Mon Apr 01 16:44:15 +0000 2019,1112757578704936964,"RT @tveitdal: Harbour Air to become the world's first airline with electric-only aircraft https://t.co/BBdpFwSFMa ""Aviation industry accoun…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",72,0,,,,,False,"Toronto, Ontario",233,239,Neutral,0.25,0.3333333333333333,2019-04-01,16:44:15,2019-04-01T16:44:15+0000
